order_details_id,order_id,order_date,order_time,item_id,payment_type
581,5662,7/28/2024,17:55:30,5,Cash
582,2588,8/16/2024,19:05:37,9,Cash
583,9237,10/9/2024,20:29:17,9,Card
584,9433,11/3/2024,16:31:35,5,Card
585,7953,7/3/2024,11:00:02,9,Cash
586,3723,4/5/2024,10:09:58,9,Transfer
587,5855,5/6/2024,11:27:57,2,Cash
588,8359,1/4/2024,20:23:09,10,Transfer
589,1319,2/12/2024,15:31:46,1,Cash
590,4499,3/15/2024,17:59:19,1,Card
591,6582,12/15/2024,14:46:48,5,Cash
592,3234,3/18/2024,11:21:34,7,Transfer
593,9157,11/10/2024,9:13:24,2,Card
594,6219,4/5/2024,17:06:45,3,Transfer
595,5593,1/20/2024,15:47:40,3,Card
596,8537,3/15/2024,16:17:21,5,Cash
597,2480,5/17/2024,10:03:18,10,Transfer
598,2133,12/4/2024,19:09:15,3,Transfer
599,6590,7/5/2024,20:46:27,3,Cash
600,4930,2/20/2024,15:36:12,8,Transfer
601,5323,1/25/2024,13:34:09,10,Transfer
602,8508,8/18/2024,14:47:11,1,Cash
603,9284,12/16/2024,12:19:43,4,Cash
604,5630,5/31/2024,10:08:54,8,Transfer
605,6162,3/3/2024,14:06:42,8,Card
606,8765,7/11/2024,9:51:25,1,Cash
607,9478,5/28/2024,9:57:36,6,Card
608,8724,8/20/2024,9:57:07,7,Transfer
609,9872,4/29/2024,16:14:55,7,Cash
610,7483,5/9/2024,16:20:23,4,Card
611,2360,10/9/2024,16:41:56,10,Cash
612,4430,2/15/2024,18:58:07,1,Card
613,9369,3/10/2024,13:26:39,9,Cash
614,7821,5/12/2024,8:25:05,6,Card
615,3272,10/28/2024,14:30:44,2,Cash
616,5871,5/10/2024,15:10:10,6,Cash
617,1071,11/5/2024,12:23:10,2,Cash
618,8977,3/31/2024,10:20:41,6,Card
619,4801,4/15/2024,17:53:19,7,Card
620,3869,10/11/2024,17:40:18,5,Transfer
621,5868,12/17/2024,12:35:58,6,Transfer
622,4281,12/21/2024,19:33:13,4,Card
623,9837,8/26/2024,15:23:35,7,Transfer
624,2380,4/9/2024,20:48:43,10,Cash
625,8665,10/6/2024,10:51:27,4,Transfer
626,2003,4/16/2024,18:09:29,5,Card
627,2339,8/31/2024,18:04:31,1,Card
628,1663,5/23/2024,16:07:43,8,Cash
629,1512,3/31/2024,18:41:23,7,Cash
630,3131,5/27/2024,18:11:02,7,Cash
631,4990,10/25/2024,14:10:20,5,Cash
632,6562,5/26/2024,20:54:07,2,Cash
633,6651,6/22/2024,11:40:22,5,Cash
634,1949,5/25/2024,15:23:52,7,Transfer
635,6335,6/27/2024,10:14:32,9,Cash
636,1308,12/27/2024,18:27:50,2,Card
637,8750,12/21/2024,10:56:15,10,Transfer
638,7856,6/7/2024,18:42:44,1,Transfer
639,5693,2/27/2024,16:26:12,10,Cash
640,5757,2/15/2024,14:12:24,1,Transfer
641,9068,3/8/2024,19:48:50,8,Cash
642,2492,7/25/2024,19:16:42,5,Transfer
643,8732,10/28/2024,9:57:58,2,Card
644,6743,2/7/2024,17:59:01,3,Card
645,2990,7/30/2024,10:36:08,9,Cash
646,7146,3/16/2024,10:19:10,4,Transfer
647,7183,9/25/2024,19:47:15,7,Cash
648,7719,3/31/2024,19:09:48,7,Cash
649,1805,6/11/2024,17:35:53,7,Transfer
650,2409,2/15/2024,15:49:47,10,Transfer
651,7588,10/24/2024,10:49:23,5,Card
652,2218,7/26/2024,14:47:47,10,Cash
653,6318,8/15/2024,14:50:13,3,Transfer
654,6500,7/19/2024,14:35:55,5,Transfer
655,7820,12/1/2024,13:55:04,5,Cash
656,3442,5/3/2024,12:31:56,5,Transfer
657,9399,4/4/2024,15:06:55,6,Card
658,1179,2/10/2024,8:03:04,4,Card
659,7028,7/31/2024,8:45:50,8,Cash
660,1933,7/29/2024,15:17:48,8,Cash
661,7756,12/25/2024,20:06:42,4,Cash
662,5808,8/18/2024,12:44:24,1,Transfer
663,4772,12/21/2024,16:59:11,9,Cash
664,7772,8/18/2024,20:49:06,1,Transfer
665,2629,8/25/2024,19:04:50,9,Card
666,6544,2/8/2024,17:04:31,3,Card
667,9466,8/25/2024,8:54:09,6,Cash
668,1553,1/7/2024,17:34:52,6,Card
669,1352,4/9/2024,15:54:57,1,Transfer
670,4881,3/9/2024,8:58:35,1,Transfer
671,5590,3/18/2024,17:07:03,1,Transfer
672,1439,4/5/2024,15:25:04,2,Card
673,8027,4/27/2024,12:55:54,1,Cash
674,8687,1/14/2024,16:53:49,2,Card
675,5253,11/23/2024,8:04:26,9,Cash
676,4588,9/24/2024,17:41:30,3,Cash
677,7026,1/7/2024,12:20:23,7,Cash
678,2188,6/21/2024,11:52:30,9,Cash
679,5559,3/1/2024,10:53:40,6,Cash
680,5837,2/22/2024,11:01:30,3,Cash
681,3330,4/8/2024,11:18:55,1,Card
682,6537,2/10/2024,18:54:05,6,Card
683,8514,5/16/2024,13:01:48,2,Transfer
684,5701,11/4/2024,15:12:31,4,Card
685,2461,12/20/2024,19:09:34,5,Card
686,4373,3/27/2024,18:03:35,6,Card
687,3842,9/19/2024,17:51:49,9,Card
688,3545,11/16/2024,17:23:37,8,Card
689,6465,5/31/2024,11:12:15,1,Card
690,4104,6/7/2024,17:00:55,10,Card
691,1120,4/27/2024,20:00:14,4,Card
692,5169,1/24/2024,8:12:34,8,Cash
693,7809,11/9/2024,13:47:20,4,Card
694,1330,9/25/2024,11:28:01,6,Transfer
695,3443,11/30/2024,17:17:22,7,Card
696,3485,6/23/2024,13:45:15,6,Cash
697,6007,10/21/2024,12:44:56,6,Card
698,9349,4/22/2024,18:22:11,9,Transfer
699,7098,1/3/2024,20:30:44,3,Transfer
700,9392,2/29/2024,12:13:19,3,Card
701,3619,4/9/2024,12:53:29,1,Transfer
702,7638,9/4/2024,11:43:21,1,Card
703,5425,10/6/2024,16:10:27,7,Transfer
704,2956,4/2/2024,15:56:13,9,Card
705,4246,3/23/2024,17:03:48,5,Cash
706,1991,11/6/2024,20:23:30,2,Card
707,5406,12/29/2024,16:22:03,4,Transfer
708,7742,10/3/2024,18:13:47,7,Card
709,4013,8/8/2024,15:51:58,9,Cash
710,8673,2/22/2024,14:17:06,2,Cash
711,6506,8/8/2024,20:33:19,9,Card
712,4736,9/15/2024,19:54:54,1,Transfer
713,6806,7/31/2024,13:06:09,1,Cash
714,1432,1/1/2024,20:03:26,6,Transfer
715,2056,4/15/2024,15:03:17,6,Card
716,8709,3/7/2024,13:52:59,7,Cash
717,3722,8/27/2024,16:04:29,3,Cash
718,9788,7/22/2024,11:25:34,5,Transfer
719,3415,11/3/2024,12:48:03,3,Transfer
720,4302,1/8/2024,17:25:14,10,Cash
721,8921,7/27/2024,19:18:13,1,Card
722,9079,1/24/2024,12:27:00,5,Transfer
723,9042,4/1/2024,9:37:28,10,Cash
724,3184,6/25/2024,17:21:51,7,Card
725,8165,1/26/2024,19:29:14,9,Cash
726,6804,12/14/2024,8:23:46,5,Card
727,5535,12/27/2024,11:17:06,2,Transfer
728,9943,11/18/2024,19:25:17,8,Card
729,5061,10/7/2024,8:38:15,10,Cash
730,1140,12/25/2024,8:08:44,4,Transfer
731,9162,1/28/2024,10:59:23,7,Transfer
732,9791,1/1/2024,15:35:55,7,Transfer
733,6551,1/10/2024,13:49:50,3,Transfer
734,7288,11/2/2024,11:41:42,5,Cash
735,6649,8/19/2024,18:09:19,7,Cash
736,8215,10/25/2024,19:43:21,6,Transfer
737,7956,10/31/2024,20:49:03,6,Card
738,9169,11/21/2024,15:38:46,8,Transfer
739,2503,6/17/2024,16:30:49,7,Transfer
740,1386,3/26/2024,19:24:23,2,Cash
741,2100,1/15/2024,20:20:01,5,Card
742,8328,1/26/2024,12:42:48,5,Transfer
743,4614,10/5/2024,19:34:18,1,Card
744,9125,4/30/2024,20:25:22,4,Cash
745,3423,12/16/2024,20:17:49,8,Transfer
746,3260,1/29/2024,8:34:30,9,Card
747,5340,4/27/2024,11:01:52,5,Transfer
748,3077,1/13/2024,14:57:42,1,Card
749,5472,11/8/2024,12:23:55,5,Cash
750,1382,1/8/2024,10:11:39,5,Cash
751,5829,1/16/2024,16:50:06,8,Transfer
752,5922,9/27/2024,15:11:17,2,Cash
753,7296,6/24/2024,19:05:47,9,Cash
754,1986,10/29/2024,8:53:17,4,Transfer
755,1622,8/19/2024,17:12:47,5,Cash
756,3692,4/13/2024,10:47:41,6,Card
757,8773,7/22/2024,20:19:21,5,Cash
758,5255,7/17/2024,18:17:01,3,Cash
759,5940,8/31/2024,20:14:53,7,Transfer
760,6404,2/2/2024,10:59:03,2,Card
761,4409,12/3/2024,13:04:05,10,Transfer
762,4713,4/21/2024,14:05:17,10,Card
763,4416,8/9/2024,9:58:01,8,Card
764,3034,12/19/2024,11:06:16,9,Cash
765,9718,4/22/2024,12:27:28,2,Card
766,6855,10/30/2024,14:54:29,7,Cash
767,5176,9/7/2024,16:28:32,7,Transfer
768,9585,3/18/2024,11:37:47,5,Transfer
769,4589,10/31/2024,9:05:32,5,Card
770,5025,1/14/2024,12:09:26,1,Cash
771,3468,3/23/2024,19:30:34,6,Transfer
772,7395,5/13/2024,11:34:52,8,Transfer
773,9565,2/23/2024,14:13:19,5,Transfer
774,1104,12/29/2024,14:13:10,8,Cash
775,2198,11/13/2024,11:03:35,1,Transfer
776,7385,3/11/2024,19:39:37,8,Card
777,6979,3/16/2024,10:30:58,8,Cash
778,2901,12/16/2024,16:10:54,9,Cash
779,5555,5/8/2024,9:32:40,1,Card
780,9158,4/8/2024,11:11:41,8,Transfer
781,9721,7/4/2024,13:33:40,4,Transfer
782,6945,3/18/2024,14:15:36,7,Card
783,5130,1/28/2024,20:11:47,2,Cash
784,1015,1/26/2024,11:35:50,6,Card
785,1056,4/29/2024,8:15:11,7,Transfer
786,7945,1/24/2024,16:23:52,4,Card
787,7462,8/30/2024,18:06:14,3,Transfer
788,1077,12/15/2024,10:56:15,1,Card
789,6539,1/11/2024,17:03:47,9,Transfer
790,3335,12/10/2024,13:23:25,8,Cash
791,6316,7/12/2024,9:36:01,5,Transfer
792,3714,9/7/2024,20:39:54,2,Cash
793,3386,8/24/2024,8:56:57,9,Transfer
794,8372,2/19/2024,20:14:32,9,Transfer
795,5293,4/18/2024,17:25:35,8,Card
796,5068,7/24/2024,12:42:33,10,Cash
797,5752,4/5/2024,14:12:10,9,Transfer
798,5576,12/25/2024,11:49:17,4,Card
799,3491,11/14/2024,15:35:23,1,Cash
800,4118,4/17/2024,12:43:40,9,Cash
801,1584,6/14/2024,17:36:43,2,Transfer
802,7171,12/29/2024,16:53:48,7,Cash
803,3592,7/30/2024,18:36:12,2,Cash
804,6919,3/7/2024,20:36:44,5,Transfer
805,5858,6/21/2024,11:03:18,7,Cash
806,4731,3/1/2024,10:42:41,5,Transfer
807,9931,2/9/2024,11:55:34,4,Transfer
808,2673,11/7/2024,19:03:11,2,Cash
809,9537,12/10/2024,10:15:41,6,Cash
810,5798,5/13/2024,14:06:00,10,Transfer
811,7727,5/26/2024,18:00:01,8,Card
812,1316,2/22/2024,12:55:28,5,Transfer
813,5596,8/8/2024,18:16:21,8,Card
814,6146,3/5/2024,17:15:49,9,Transfer
815,8338,5/25/2024,12:32:01,2,Cash
816,5027,7/12/2024,15:16:27,6,Card
817,6873,4/6/2024,20:54:36,10,Transfer
818,9347,9/25/2024,14:18:30,9,Transfer
819,4591,12/7/2024,19:18:26,7,Card
820,3765,1/9/2024,18:40:45,10,Transfer
821,1861,1/5/2024,14:07:15,2,Card
822,6459,8/28/2024,9:16:49,10,Transfer
823,1123,4/15/2024,16:22:12,4,Transfer
824,7845,5/9/2024,19:27:08,6,Transfer
825,7211,12/6/2024,18:07:15,1,Cash
826,4358,2/25/2024,17:05:04,2,Card
827,2735,7/1/2024,9:26:24,2,Cash
828,4770,6/19/2024,16:05:39,5,Transfer
829,8541,11/13/2024,12:01:44,6,Transfer
830,2146,12/25/2024,9:44:48,10,Card
831,7452,3/17/2024,20:11:15,2,Cash
832,2555,1/16/2024,14:42:03,8,Transfer
833,4374,5/8/2024,19:03:18,9,Card
834,5139,9/18/2024,14:55:41,10,Transfer
835,9689,11/6/2024,18:06:06,1,Transfer
836,2765,8/27/2024,11:55:49,2,Cash
837,2278,6/2/2024,9:14:39,10,Card
838,3203,3/19/2024,20:21:58,3,Transfer
839,5514,5/9/2024,16:02:58,2,Transfer
840,4113,3/19/2024,10:34:33,10,Card
841,3006,8/13/2024,14:16:41,4,Card
842,3171,5/6/2024,10:24:07,2,Card
843,7652,3/8/2024,17:39:29,6,Cash
844,6567,10/30/2024,16:38:08,7,Card
845,5005,8/2/2024,19:11:58,3,Transfer
846,1267,1/10/2024,19:49:11,9,Card
847,3458,7/11/2024,18:59:48,3,Card
848,9477,7/12/2024,19:36:23,5,Card
849,9946,6/18/2024,16:02:48,3,Transfer
850,2294,3/26/2024,8:47:14,5,Cash
851,6026,3/6/2024,16:22:19,7,Card
852,4492,7/2/2024,16:12:37,4,Transfer
853,5228,11/25/2024,9:48:13,8,Transfer
854,9095,7/29/2024,18:00:32,10,Card
855,4869,2/15/2024,19:41:17,5,Card
856,2301,1/31/2024,11:27:44,1,Card
857,6847,6/12/2024,10:46:30,8,Transfer
858,2514,3/24/2024,15:23:50,10,Cash
859,8098,9/3/2024,13:35:30,2,Card
860,5597,4/24/2024,20:40:17,5,Card
861,6346,12/20/2024,18:23:59,4,Transfer
862,6085,4/9/2024,8:54:30,3,Card
863,8982,5/1/2024,14:58:34,4,Cash
864,5343,11/2/2024,8:03:41,9,Transfer
865,1695,2/22/2024,12:40:15,10,Cash
866,1118,7/25/2024,12:43:41,2,Transfer
867,6823,1/7/2024,20:14:35,7,Transfer
868,4720,3/22/2024,20:12:23,1,Cash
869,4762,11/16/2024,14:59:19,10,Transfer
870,7522,10/8/2024,15:07:34,9,Card
871,7200,10/20/2024,12:32:06,8,Cash
872,7176,10/9/2024,16:14:25,5,Transfer
873,8436,7/3/2024,15:16:09,2,Transfer
874,5582,10/17/2024,17:15:34,4,Transfer
875,6711,10/19/2024,12:54:03,4,Transfer
876,1279,8/13/2024,15:33:58,1,Transfer
877,6622,8/29/2024,20:51:43,4,Cash
878,6933,10/17/2024,8:54:46,3,Card
879,7969,7/14/2024,15:24:03,2,Cash
880,7751,12/14/2024,9:57:42,10,Card
881,7068,10/5/2024,13:32:11,10,Cash
882,9100,1/4/2024,15:19:31,5,Transfer
883,2886,9/3/2024,13:59:21,9,Card
884,2429,1/16/2024,15:11:03,6,Card
885,4579,7/7/2024,12:06:42,2,Cash
886,6898,2/13/2024,17:20:35,7,Transfer
887,9955,2/25/2024,20:30:39,5,Card
888,5831,1/2/2024,19:41:21,5,Card
889,2206,8/1/2024,19:25:10,2,Card
890,9449,12/10/2024,19:33:36,2,Transfer
891,8373,8/21/2024,20:28:52,8,Card
892,1641,5/2/2024,17:48:23,3,Cash
893,5918,3/31/2024,16:13:57,1,Card
894,9447,11/15/2024,14:22:40,7,Transfer
895,4121,9/25/2024,13:55:52,10,Transfer
896,1599,9/5/2024,8:05:39,9,Card
897,1720,11/6/2024,20:10:39,7,Card
898,5109,8/16/2024,18:46:07,7,Card
899,8325,11/1/2024,15:44:46,3,Cash
900,6964,8/20/2024,20:22:11,7,Cash
901,4251,9/5/2024,18:17:53,3,Card
902,6907,11/16/2024,10:30:22,6,Card
903,4208,10/29/2024,10:50:17,9,Transfer
904,2760,9/21/2024,8:33:49,7,Transfer
905,9529,9/16/2024,18:28:06,6,Transfer
906,2632,6/21/2024,12:37:33,10,Card
907,9490,8/30/2024,11:40:14,8,Card
908,8570,1/25/2024,12:14:35,4,Card
909,8406,7/3/2024,18:11:51,4,Cash
910,8463,11/12/2024,13:10:52,7,Transfer
911,1025,7/14/2024,13:46:05,3,Transfer
912,6726,7/13/2024,17:52:36,8,Card
913,1065,4/27/2024,19:13:58,4,Transfer
914,5720,10/20/2024,18:40:37,8,Card
915,4763,12/21/2024,17:25:20,7,Card
916,5503,1/27/2024,19:43:26,2,Transfer
917,2040,8/28/2024,17:48:48,10,Card
918,1571,12/11/2024,16:32:51,3,Transfer
919,8461,3/11/2024,14:15:14,7,Transfer
920,4969,9/5/2024,8:26:58,9,Transfer
921,5773,3/24/2024,12:41:46,9,Card
922,4411,3/16/2024,8:06:56,6,Transfer
923,5633,11/3/2024,15:00:58,8,Card
924,2897,10/3/2024,8:30:23,1,Transfer
925,1772,8/8/2024,12:04:28,2,Cash
926,9746,5/28/2024,14:15:31,3,Card
927,1893,8/18/2024,20:23:06,10,Transfer
928,6589,3/4/2024,18:42:39,4,Transfer
929,9040,9/27/2024,14:35:20,6,Transfer
930,8994,10/25/2024,8:12:28,9,Transfer
931,9998,8/25/2024,9:18:19,10,Cash
932,4324,10/29/2024,9:25:18,2,Transfer
933,1285,3/12/2024,8:49:01,6,Card
934,9078,5/29/2024,10:03:19,10,Card
935,4227,1/19/2024,17:23:50,7,Transfer
936,8915,7/16/2024,9:54:43,8,Cash
937,2080,9/7/2024,9:11:05,4,Transfer
938,5806,1/20/2024,15:43:08,7,Transfer
939,8853,3/4/2024,20:58:11,5,Transfer
940,3775,11/19/2024,9:11:08,2,Card
941,6872,6/15/2024,19:44:37,9,Card
942,2106,10/3/2024,12:45:56,9,Cash
943,9050,4/11/2024,12:51:20,3,Card
944,4425,2/3/2024,19:16:09,5,Cash
945,1001,12/12/2024,17:06:29,2,Cash
946,2483,9/22/2024,11:04:25,4,Cash
947,1503,12/11/2024,18:27:11,2,Card
948,2178,9/21/2024,18:13:31,8,Card
949,1183,11/8/2024,12:48:45,8,Transfer
950,4516,8/9/2024,10:55:55,4,Transfer
951,7536,8/31/2024,14:54:32,3,Transfer
952,1419,8/20/2024,17:57:54,5,Transfer
953,6255,6/2/2024,12:41:24,5,Transfer
954,3808,6/1/2024,14:27:40,6,Cash
955,4685,1/1/2024,13:24:11,10,Card
956,2579,9/16/2024,11:35:43,10,Cash
957,8993,2/16/2024,18:34:07,8,Transfer
958,8799,6/3/2024,10:39:49,4,Transfer
959,4945,1/5/2024,12:46:00,5,Transfer
960,2017,1/13/2024,15:44:26,8,Cash
961,1951,11/22/2024,12:25:04,6,Cash
962,5350,12/2/2024,9:53:51,1,Transfer
963,6211,3/18/2024,13:03:09,2,Card
964,9763,2/2/2024,10:04:02,6,Transfer
965,5324,6/16/2024,15:01:18,5,Card
966,6861,10/4/2024,15:49:37,5,Transfer
967,3848,3/11/2024,15:49:08,9,Cash
968,7029,12/1/2024,8:31:30,5,Card
969,8236,11/6/2024,17:50:45,8,Cash
970,3819,12/12/2024,10:33:26,7,Card
971,7788,11/8/2024,18:00:28,1,Transfer
972,4096,9/24/2024,15:53:10,6,Card
973,2590,11/24/2024,20:32:46,6,Transfer
974,4379,4/29/2024,16:11:48,5,Cash
975,6055,6/10/2024,16:09:41,6,Card
976,3817,9/22/2024,16:04:56,4,Cash
977,5218,4/20/2024,12:47:11,5,Card
978,8619,9/28/2024,14:25:41,9,Cash
979,4533,5/18/2024,12:34:51,4,Transfer
980,8466,6/15/2024,14:33:57,2,Transfer
981,9307,4/25/2024,13:05:36,3,Transfer
982,6004,11/24/2024,11:25:26,7,Card
983,5412,12/10/2024,16:30:57,1,Transfer
984,4843,9/2/2024,12:54:50,5,Transfer
985,8068,10/17/2024,12:57:58,2,Transfer
986,1494,2/29/2024,19:56:37,6,Cash
987,7346,7/5/2024,10:12:18,2,Cash
988,9708,5/5/2024,12:05:37,7,Transfer
989,6261,4/4/2024,16:52:29,7,Transfer
990,3590,8/12/2024,15:03:38,4,Transfer
991,4886,1/1/2024,16:19:45,5,Transfer
992,1213,12/30/2024,18:05:38,5,Card
993,6275,3/9/2024,14:51:32,4,Cash
994,1318,5/5/2024,10:55:52,5,Card
995,2834,7/20/2024,11:04:57,8,Card
996,7565,5/4/2024,14:29:37,2,Card
997,1993,12/20/2024,10:09:05,7,Card
998,7901,12/26/2024,9:36:57,3,Cash
999,5648,10/26/2024,8:53:29,4,Card
1000,4612,7/7/2024,18:55:45,8,Transfer
1001,8569,7/16/2024,11:55:05,7,Transfer
1002,2914,9/20/2024,14:59:15,3,Card
1003,8822,3/21/2024,9:25:01,6,Card
1004,7210,6/17/2024,11:53:10,2,Transfer
1005,3809,1/27/2024,18:11:05,9,Cash
1006,5964,6/20/2024,14:51:19,5,Cash
1007,2113,6/21/2024,17:43:43,8,Cash
1008,8416,6/17/2024,20:21:24,2,Card
1009,3035,12/22/2024,16:08:14,6,Card
1010,3866,11/11/2024,14:09:16,7,Cash
1011,4675,8/15/2024,14:14:20,2,Cash
1012,2812,1/29/2024,19:28:01,7,Card
1013,9901,2/11/2024,13:59:48,4,Transfer
1014,5256,12/15/2024,19:43:41,2,Card
1015,1188,6/29/2024,12:54:15,2,Cash
1016,2014,8/26/2024,15:44:35,5,Transfer
1017,4907,7/22/2024,8:15:51,1,Card
1018,1716,4/10/2024,11:06:14,2,Card
1019,2151,10/21/2024,10:37:09,4,Card
1020,7310,1/5/2024,8:35:26,9,Cash
1021,7739,11/4/2024,17:46:33,1,Transfer
1022,8390,4/24/2024,14:35:43,9,Transfer
1023,4642,12/4/2024,16:45:12,8,Transfer
1024,4746,9/20/2024,15:20:12,2,Card
1025,7807,8/16/2024,15:56:24,2,Cash
1026,2714,9/27/2024,18:33:16,2,Card
1027,7922,8/2/2024,18:44:04,3,Transfer
1028,2118,5/20/2024,12:25:35,1,Card
1029,7926,6/14/2024,19:22:37,8,Cash
1030,4850,5/4/2024,10:14:10,2,Transfer
1031,5114,6/24/2024,9:49:45,7,Transfer
1032,1606,6/11/2024,18:40:54,9,Cash
1033,6114,9/23/2024,9:42:58,5,Cash
1034,7701,2/6/2024,13:01:16,5,Card
1035,3139,9/25/2024,9:28:56,5,Transfer
1036,9472,7/23/2024,15:53:03,4,Transfer
1037,7412,9/15/2024,10:25:51,1,Card
1038,4277,1/9/2024,18:22:40,3,Card
1039,1133,1/16/2024,20:32:43,8,Transfer
1040,5736,2/17/2024,13:45:47,9,Card
1041,5760,9/29/2024,9:06:11,6,Card
1042,5706,8/25/2024,11:53:33,2,Transfer
1043,5667,6/17/2024,19:55:01,3,Cash
1044,9676,3/18/2024,12:49:08,8,Cash
1045,4009,11/7/2024,11:01:51,6,Card
1046,7247,8/24/2024,9:06:37,6,Cash
1047,5580,3/19/2024,9:15:42,9,Card
1048,4647,1/1/2024,14:57:59,7,Cash
1049,6429,8/21/2024,8:46:42,4,Cash
1050,8772,8/2/2024,9:15:40,8,Transfer
1051,3922,10/18/2024,14:19:47,10,Cash
1052,1201,11/14/2024,8:06:40,3,Cash
1053,7671,1/4/2024,8:11:23,7,Card
1054,3352,9/5/2024,17:01:18,2,Card
1055,9317,6/10/2024,11:21:58,7,Card
1056,9372,11/12/2024,20:53:12,4,Cash
1057,5477,9/2/2024,9:37:18,1,Card
1058,1269,5/23/2024,19:30:03,1,Transfer
1059,9799,10/21/2024,14:25:13,2,Transfer
1060,8793,10/29/2024,13:58:46,9,Cash
1061,4154,8/26/2024,14:30:15,8,Transfer
1062,6782,10/14/2024,10:24:38,5,Cash
1063,1286,11/5/2024,15:01:40,9,Card
1064,2353,9/11/2024,20:24:53,5,Card
1065,4234,5/23/2024,19:40:17,8,Cash
1066,5067,10/12/2024,10:10:43,10,Cash
1067,1927,9/24/2024,20:55:46,6,Transfer
1068,2947,7/24/2024,16:45:16,10,Cash
1069,5840,6/7/2024,15:22:32,9,Cash
1070,1660,6/1/2024,8:44:53,10,Card
1071,1518,9/18/2024,10:34:31,6,Card
1072,7145,12/24/2024,11:54:01,7,Transfer
1073,1205,8/10/2024,14:51:32,4,Card
1074,4544,12/27/2024,17:27:53,2,Cash
1075,8907,10/27/2024,10:03:26,3,Card
1076,7500,9/1/2024,18:34:09,1,Card
1077,4051,2/15/2024,16:27:26,7,Card
1078,3606,9/20/2024,15:37:03,6,Cash
1079,1945,1/22/2024,13:05:05,3,Card
1080,8913,10/1/2024,16:42:03,8,Cash
1081,6757,12/30/2024,13:34:38,4,Cash
1082,7348,4/14/2024,9:04:50,2,Cash
1083,6936,1/11/2024,15:11:12,10,Cash
1084,9648,3/25/2024,20:15:48,6,Cash
1085,4440,6/24/2024,20:26:49,8,Cash
1086,5575,8/7/2024,15:00:57,5,Cash
1087,6570,9/10/2024,9:05:02,7,Card
1088,8900,10/13/2024,17:02:10,4,Transfer
1089,4634,8/7/2024,9:04:54,4,Cash
1090,1667,11/29/2024,17:06:54,3,Transfer
1091,9430,3/2/2024,12:46:29,3,Card
1092,9885,5/3/2024,12:59:54,8,Card
1093,5088,10/5/2024,15:41:25,10,Cash
1094,3865,4/28/2024,14:43:08,1,Card
1095,8455,9/8/2024,10:12:44,8,Transfer
1096,9086,1/23/2024,13:13:22,10,Cash
1097,6834,5/12/2024,12:22:51,7,Cash
1098,8376,1/30/2024,11:51:31,6,Cash
1099,3769,3/14/2024,16:22:46,9,Transfer
1100,9510,1/25/2024,10:33:21,5,Transfer
1101,8910,1/19/2024,12:20:45,10,Card
1102,5645,8/5/2024,20:23:33,1,Card
1103,1733,9/17/2024,17:55:39,9,Card
1104,2536,2/4/2024,12:21:34,9,Cash
1105,3314,11/23/2024,18:08:58,9,Transfer
1106,3724,6/7/2024,19:42:21,9,Card
1107,3011,9/7/2024,13:33:53,2,Transfer
1108,8151,11/25/2024,16:27:29,1,Transfer
1109,6615,1/6/2024,17:46:28,3,Card
1110,2185,2/2/2024,16:39:04,3,Cash
1111,3577,4/19/2024,16:35:54,5,Transfer
1112,3103,5/28/2024,17:25:52,7,Card
1113,8733,2/12/2024,9:51:32,4,Transfer
1114,7769,9/30/2024,14:29:09,4,Card
1115,4349,8/20/2024,10:54:14,2,Transfer
1116,6479,9/19/2024,14:34:01,1,Transfer
1117,7887,12/26/2024,20:13:18,6,Card
1118,3357,11/19/2024,9:57:16,5,Cash
1119,6214,1/16/2024,15:16:00,4,Cash
1120,8348,2/3/2024,15:30:53,4,Transfer
1121,6542,11/2/2024,16:27:18,5,Card
1122,9460,7/12/2024,17:21:00,8,Transfer
1123,7023,7/21/2024,18:09:53,3,Transfer
1124,5227,12/2/2024,19:16:54,6,Transfer
1125,9527,12/2/2024,11:35:45,5,Transfer
1126,8400,7/12/2024,13:09:12,4,Card
1127,5797,2/13/2024,11:48:55,8,Cash
1128,4138,9/14/2024,13:23:13,2,Transfer
1129,4256,8/8/2024,20:03:32,2,Transfer
1130,3351,1/31/2024,12:45:38,2,Card
1131,2059,3/19/2024,14:16:43,5,Card
1132,6277,8/31/2024,16:16:21,10,Card
1133,6388,4/23/2024,12:22:16,7,Card
1134,7913,2/19/2024,12:24:36,6,Card
1135,5990,7/11/2024,12:54:24,9,Cash
1136,4929,5/9/2024,17:12:18,5,Cash
1137,7773,6/25/2024,12:10:57,9,Card
1138,9880,1/12/2024,19:16:56,2,Card
1139,9379,10/9/2024,11:07:37,2,Cash
1140,1295,10/31/2024,10:51:08,4,Card
1141,3564,10/8/2024,10:27:44,8,Card
1142,8850,8/16/2024,8:43:21,2,Cash
1143,4272,2/27/2024,19:14:13,9,Card
1144,4948,12/25/2024,20:55:31,3,Card
1145,4361,5/19/2024,11:10:28,8,Card
1146,2403,8/9/2024,10:53:22,5,Cash
1147,4376,7/27/2024,10:17:07,9,Transfer
1148,4188,10/19/2024,12:23:27,7,Card
1149,9719,5/23/2024,9:08:22,8,Card
1150,7355,1/26/2024,16:27:02,9,Cash
1151,3828,11/3/2024,15:17:27,9,Cash
1152,5560,7/20/2024,13:35:08,7,Card
1153,7864,6/19/2024,14:38:19,7,Cash
1154,8069,3/14/2024,12:29:40,10,Cash
1155,2048,7/11/2024,8:39:24,10,Card
